Company_ID,Goodwill,ESG_Score,Log_Asset_Total,Asset_Turnover,Year_2005,Year_2006,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017,Year_2018,Year_2019,Year_2020,Year_2021,Year_2022,Year_2023
13,1514702.1962121187,3.5335958498663445,14.911844915950024,0.4888942180952073,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,3818098.821489665,95.12694035465404,16.250951594894865,1.9642081605068178,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,8865914.192673195,61.630201940526895,11.922894169200681,1.450140864695961,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,8543292.140275877,76.5204345812463,16.48883103855484,1.673925997372075,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,1815037.276615363,92.40566022619787,10.883345922254934,1.4831180831872783,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,2878874.492701526,16.997398864464586,16.88681588013038,1.5889755239346868,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,7684390.149103003,23.132254937116414,19.64705504869106,0.6569219284320249,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,9451645.830795074,10.395140614896869,17.693823264693773,1.9257145423068571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,8215479.386206511,5.253399477918319,12.337120646879159,1.9006256043915264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,3702827.7989496808,78.74569450061377,17.30148710596275,1.1577237444691528,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,8859980.565338843,12.74430613170825,11.029320725454951,0.8760115422852183,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,5592669.092169779,64.20796542434276,11.329227517157225,0.27950576062577137,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,3549380.783700914,53.2762552711078,19.456233342129003,1.6054897165796356,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,7030190.132319433,49.25948498397476,12.781008726530182,0.9063152997785203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,1299027.9805270606,82.82840041183921,10.485539191489885,1.3027340943600336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,2813943.3223494478,44.82077879593972,17.7734198754006,0.3352720159252067,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,5544638.685294367,96.25247670698757,18.95269494605342,0.2079136997274367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,3883124.6809826964,10.47540878948816,11.379300044281509,0.6012712813143304,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,8535150.612485163,5.06242649159957,10.906551834933168,0.7863249163728722,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,9268045.023721173,39.98657605573182,10.965490662951394,1.8132906995256541,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,6638971.206805991,93.39044273617986,13.808430979438398,1.333805907325971,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,4397263.525506921,64.24771913734108,13.329733034978196,1.7608443449657052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,6018642.592705824,35.361190751841,14.539726619122586,0.8780600235449566,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,2705848.0304970043,14.533828556209782,16.30027964740442,1.4083099250656057,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,8361598.451644763,39.76329733687236,16.80148996256591,0.7078637348009893,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,4113120.949909955,98.36256951654586,10.020831572349243,0.6580153072839752,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,2217614.3869127044,91.6352366111098,15.49946252447215,0.2960862752066008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,6065070.764387483,56.39173803243912,11.996902266608044,0.48614147451289935,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,1564384.3246636016,35.82703922616942,12.607601320541445,0.31451836443698133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,9636543.229540776,47.06595873894879,19.527536572472407,0.47363867448241403,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,2791849.8012768803,76.74346852882933,19.038981981348574,1.7494967984185834,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,9701244.898180263,28.380431113317993,15.09246382985068,1.9086249852518535,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,1385984.9854071888,78.65396427302427,10.809067515219091,1.0861532059797971,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,6644080.6906215,70.22744206438121,11.990063322452846,0.9818909133092487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,5499614.944194016,21.786514430294226,10.369078692309365,0.19360351086336566,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,7382551.86642581,43.87371318126334,14.152610285426947,1.8873945672901724,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,6220725.430845678,38.61754069334241,13.094829098960917,1.1571839170013645,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,1780640.44429484,46.21505567315969,19.732248698104563,0.17371667878545738,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,8693738.219708491,97.99619510807884,14.701629395610388,1.9073628695474796,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,4832721.638916142,30.479031083624342,12.066297079820089,1.6938886565409828,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,1633963.6222814333,84.26407801817778,16.191719657424514,0.3115490624326296,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,3881264.802788026,33.44354712275117,18.873285041379123,0.8984281310647443,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,7294893.911320254,64.65739402425228,10.814282047373318,0.8642757971641364,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,9188986.754357088,68.19030942913797,18.163107924945873,1.9634534735163816,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,2826448.660593843,75.59603493430915,19.32469836943337,0.5928161427905815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,8987459.517268524,41.81120035116742,14.615639911830854,1.7879509127443944,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,8992939.56590687,81.19019680886285,14.877609427905705,0.6439918880057373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,6612528.631140598,78.9638136332919,13.865101403616237,1.3502535487772485,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,8135390.11009755,69.29475324433626,10.108291051689585,1.7632945243520404,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,5160285.211754816,0.6998046471350383,16.958792224851372,1.5281226869331768,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,6602131.0310828015,79.14143819486517,17.918102710073953,1.6651022130251536,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,1068510.5620863547,27.49505495263287,19.4984353330822,1.5618777556163372,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,6263402.956020072,51.429328505142294,16.103896730605058,0.49160560522056806,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,3705883.5862459,85.41976496214151,11.721109455847763,0.4648229772660851,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,1743864.5774311472,55.33205915090842,19.88136459422466,0.9768459730051918,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,7392921.740710101,18.877832712433385,13.48853582391254,1.3023556635314055,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,4690204.441719998,80.61284866849964,14.28788320332815,1.0891357153911116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,1879464.1730129453,2.22843209506427,15.710325515713906,0.7825564148951125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,1327070.6674780312,97.52637987499851,13.208906081184537,1.0158455366707195,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,6050875.672384758,10.535668203154735,13.840686768340671,0.1514501314500582,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,5539754.288824436,39.34662009766486,13.424463907636248,0.9910239170079337,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,7537785.209624225,41.411652240580885,16.06879497407827,1.3201589885682297,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,8838363.169219665,55.5548557945492,11.367376644197542,0.1999199577181434,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,5492926.656477994,69.68843426745991,13.255122968661222,0.5732348799924921,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,6026977.408774403,8.334000933599462,11.92662675980665,1.7844823650339081,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,1546702.3848244213,29.100163984053406,10.785773371744106,1.138570561870657,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,9925846.718005767,87.59171865233203,18.665282878618953,0.2039004524104845,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,9910430.243723206,63.762399260115856,10.036258647716492,1.4959476890239287,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81,9248832.518048776,46.80669642023526,17.566556982028978,1.5697949954297443,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,4882691.74974028,57.92992355902141,10.492371151890207,1.3561963940525577,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83,3297451.7925535436,68.95350773539077,10.6691330924398,0.6009221000047712,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,6153304.955029296,30.304320891261217,18.573780917214954,1.4193849365681157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,4311931.253034455,78.06497994551195,11.823506087624153,0.2460135073612889,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,3843750.256935408,38.77399854751301,12.669491267685004,0.4231112263439136,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,2047132.8456844345,8.586025566383837,12.84567322404525,0.39938946452275337,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88,3113759.615489628,58.819967625259494,19.113889612376678,1.0199694329087001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,8094908.443127456,91.77913538495275,15.293633045163155,0.9903667597230107,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90,4875498.803094847,33.942100995750856,14.692722628389014,0.7362773815166993,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,5654437.00305604,86.24357288072254,10.70890143448281,0.45424576376344594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
92,2499611.1185165504,49.828559553416106,11.684584490358125,1.0508888745316487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
93,7588569.161494152,52.75072140083851,11.87161847002401,1.8159517357764494,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94,4391914.30221092,56.722945585115795,12.285587965314813,1.6553645685906269,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95,8705336.95778568,95.92553936453899,16.9069051725325,0.21404569843014176,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96,3193497.5299067628,10.344682765922242,16.670994910068757,0.9956762518027729,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,6147247.984385726,95.12345124014652,16.716865001418505,1.6855433466024947,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,2868176.011492742,54.99791901515758,10.881180885919777,0.8119567010283557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99,8444873.399455916,79.91979110549103,10.981806157257282,1.9445690653128238,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100,4070183.2833909956,97.87685011277752,16.0960627863133,1.1985878091155335,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,4917442.396285972,39.89557580613068,14.212160639964903,0.4240312036426188,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5707411.9269951405,25.84361080717312,14.688678279489427,0.8889942303638293,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,4816776.992475538,97.8393478556986,12.004746503779614,0.24167707217347606,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2302587.3956926567,64.53211917267674,17.012618219347516,0.548711926875072,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,3604415.8279049355,46.116331376807395,15.921273722879583,1.9386761586206689,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,9785324.782737823,26.28338739943421,13.064154937218142,1.6494259662668456,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,8694659.674097035,64.37348647988196,16.292392285619727,1.3280581159663423,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,4063113.4706261307,78.48602844658203,14.058587355697988,1.69504788097615,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,5587820.316509162,61.45736061990035,10.3178040850587,0.8241061428399531,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,6192730.931645757,53.577562846664996,11.407251049566833,0.9166099642082921,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,1461642.1480313446,22.297878999610344,16.426925427553325,1.7888351556273645,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,4068549.7172858207,65.49197526893484,17.18862470790785,0.6544502545169512,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,2991877.8034294024,89.61179624169833,17.527019083110048,1.0333917070506602,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,8912189.500962732,0.10425301425123212,11.387378922799828,1.7933981472818263,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,5477550.3642658545,55.784051733797405,15.694161732624185,1.5289954096075349,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,3384985.5602173395,99.10063654924527,19.091019638292575,1.8103794056611688,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,3449937.9029659326,24.8494155657787,19.503230628185122,1.8234690479765316,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,3323706.1507760426,76.87010389409926,15.08533898469205,1.7481438402018439,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,7685445.858204128,77.07035035020469,14.128549322487116,1.488991438996215,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,6189391.7359489305,75.29680680363037,19.63227843591298,1.782582809004757,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,7340834.929733099,48.968945885629154,10.961846730204252,0.8123968713174399,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,5694479.741748947,29.44953900053887,16.17826061651059,0.8999629140780072,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,4558036.34016775,99.63496301485144,10.534320858644021,1.1566152231427855,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,1753633.1437125374,73.92087792236784,10.202068635641,1.9309193447766593,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,2839128.70211434,63.685088636349676,11.0385127493049,1.3396466231266362,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,2752440.601421948,95.02124096822759,16.799795316506852,1.0835716239288247,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,4015445.5594329746,73.92797687734668,15.345030268803079,1.493216854299157,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,5196432.626101207,49.78622291068102,13.184034359413978,1.0599457002294475,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,6902659.21871195,98.08625719228957,19.357091992953965,1.272498587543356,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,5279772.7138858745,9.79835669680078,17.84598895521505,0.9101274199771778,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,9249372.084951257,0.38342448832469067,14.177077393333306,1.5803912981369084,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,3612414.3271951503,92.27338999319787,13.970834168357658,1.549051497290927,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,8372227.24212334,4.759529994195644,17.547953801303713,0.3562737696534469,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,1635759.9385369588,66.04167388133956,17.46719666232286,0.17390915346748534,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,9530665.008671058,24.304520881001434,18.098675900413674,0.4541945704803718,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,5792198.560341403,5.447609371731243,12.45399760863343,1.861972865111305,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,4904914.350887576,34.777643138023215,15.132539725603404,1.3462824474564532,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,6555319.303945121,95.14848103130204,14.473410594960118,1.7748772225576062,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,2295665.3666569227,3.2652022406463033,17.382226580507243,1.6841138078952258,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,8696791.749802217,37.32733605258822,18.701566819735934,1.0161193267631508,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,8519475.993350925,19.06155089151238,10.907199333057516,0.419039813721899,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,5174774.390383484,63.06315535577715,16.107353327098522,0.7698388152381316,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,3289961.4751346116,13.76982164267031,10.35763385670965,1.3030177205175983,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,7076632.838392834,75.70935988462743,14.731737809875742,0.30073176224713244,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,8512835.162094748,76.61628134468343,10.59703696946389,0.13431246121595797,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,5423138.288239206,23.859179717205837,10.131577417480182,1.2057039070144768,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,9856420.026017562,51.77113545082421,17.318644694510695,1.3469017399497616,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,1767697.1149402554,63.04766089938634,15.084473581809124,0.6491702493748501,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,6178322.758234907,36.96855769106918,15.878153261999959,1.308212253615136,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,4039804.9325580075,35.61554832298651,13.967370225993708,1.2264482262131677,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,1226080.289101313,5.954677555284271,17.57691837111893,0.894214847680073,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,4125540.070246466,63.707640165082665,10.063171189579798,1.8156811744967225,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,6419263.516822679,87.90248417045565,15.264459342480789,0.8979692936017727,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,2423893.465890542,6.82644622642915,17.434181908309185,1.0672821839584103,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,5152368.800405914,62.772413855402874,16.165328646865717,0.8209846826959111,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,7183554.584535088,49.44346085929817,17.015854751351053,1.5210815845241108,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,4464101.040813582,91.43213022242662,13.589928855639883,0.24186690634996413,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,7124940.248694142,7.9411341510527755,13.129604967690545,1.7707822206631418,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,4620537.769671008,32.92108234003172,16.11944938156367,1.400030092953714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,5702955.47318519,54.017386255161966,13.458950876108037,1.848744229333959,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,2666778.687120353,90.34512082575789,10.750543383244725,0.756210155620077,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,2865988.4897542875,60.732710658675,17.836238835885094,1.8688206725049985,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,6447458.770971064,29.921100188960125,17.45291065031401,1.2703710388644531,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,3796000.0132978745,61.74952400194601,15.186612476045863,1.3426133539800276,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,4795708.354518928,32.452401638731885,15.318048780270399,1.7438049501193622,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,2494750.733343809,58.733000967314084,10.804462256406053,1.047256384606555,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,8912421.708060022,95.01017748365072,19.38116575893495,1.2660738190707816,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,3253232.9690919355,70.99517590464201,19.032496861344207,0.408610235215475,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,7892462.462829256,0.0055555070791801775,12.956094087579668,1.158795498476142,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,6424311.873753619,14.134879800810307,16.762362363492983,1.0440429810953602,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,6444254.221781337,17.2373877988629,13.915911351049946,0.873300523920741,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,1252799.9377059005,50.37930923088847,19.74917341694752,0.47750200768418993,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,3021656.0392013127,29.474057313788947,10.915079160851388,0.8100460933965739,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,7407109.589296137,68.03857788918212,10.714864687701166,1.6090066908922056,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,9467229.681784647,24.24100547678951,19.246852618148136,0.40666097529832923,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,9105566.94455298,51.335519961343735,18.160186808486248,0.3642372059474015,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,4830536.568474159,65.39797063118023,14.237682949328239,0.25376285941420973,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,9757900.349955259,95.39520590810662,18.205436220157914,1.8890356251843015,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,1503449.8826974463,71.26791295364626,18.150531443893655,1.4374117463673037,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,4147536.0843000645,33.06217581085353,14.720990893982442,0.8828444515624947,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81,4848639.698674681,39.77248522289683,11.345607691393585,1.5023399530338841,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,6906566.372693555,99.94688470115818,11.883991677923856,1.2083821019928414,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83,7236744.488318728,21.14989618838673,16.99080839427228,1.2318436657521608,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,6531001.221236519,20.92156170214572,17.444838978005016,1.9282036293557225,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,4935155.755759308,74.1932010821511,19.341088884970347,0.35903964651576625,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,8589913.28491229,45.08480993981075,16.881381183639782,1.8615990546798187,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,4427920.514093298,91.82645200558336,10.652221867183858,1.1940456175842091,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
